*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 207    82   349    83     24    140     61    21   357    90    0.02   0.0   0.0   0.00   0.368   0.380   0.373   0.393   0.394   0.395   0.395   0.394   0.394
 2015 208    83   365   100     24    140     61    22   377    90    0.02   0.0   0.0   0.00   0.429   0.418   0.424   0.412   0.398   0.395   0.393   0.392   0.392
 2015 209    84   361    95     24    143     61    22   377    90    0.02   0.0   0.0   0.00   0.407   0.403   0.406   0.406   0.397   0.397   0.397   0.397   0.397
 2015 210    85   355    89     24    145     61    22   377    90    0.03   0.0   0.0   0.00   0.386   0.390   0.391   0.400   0.396   0.396   0.396   0.396   0.396
 2015 211    86   351    85     24    145     61    22   377    90    0.02   0.0   0.0   0.00   0.371   0.382   0.380   0.397   0.396   0.396   0.396   0.396   0.394
 2015 212    87   348    83     24    145     61    22   377    90    0.02   0.0   0.0   0.00   0.357   0.377   0.375   0.395   0.395   0.396   0.396   0.396   0.394
 2015 213    88   346    80     24    145     61    22   377    90    0.01   0.0   0.0   0.00   0.347   0.372   0.370   0.393   0.394   0.396   0.396   0.396   0.394
 2015 214    89   344    78     24    145     61    22   377    90    0.04   0.0   0.0   0.00   0.338   0.367   0.367   0.391   0.394   0.396   0.396   0.396   0.394
 2015 215    90   342    77     24    145     61    22   377    90    0.05   0.0   0.0   0.00   0.330   0.364   0.363   0.389   0.393   0.396   0.396   0.395   0.394
 2015 216    91   340    75     24    145     61    22   377    90    0.05   0.0   0.0   0.00   0.323   0.360   0.361   0.387   0.392   0.396   0.396   0.395   0.394
 2015 217    92   339    73     24    145     61    22   377    90    0.05   0.0   0.0   0.00   0.316   0.358   0.358   0.386   0.392   0.396   0.396   0.395   0.394
 2015 218    93   338    72     24    145     61    22   377    90    0.04   0.0   0.0   0.00   0.310   0.355   0.356   0.384   0.391   0.396   0.396   0.395   0.394
 2015 219    94   336    71     24    145     61    22   377    90    0.04   0.0   0.0   0.00   0.304   0.352   0.354   0.383   0.391   0.396   0.396   0.395   0.394
 2015 220    95   335    70     24    145     61    22   377    90    0.03   0.0   0.0   0.00   0.298   0.350   0.352   0.381   0.390   0.396   0.396   0.395   0.394

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 147     0   353    88      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.377   0.387   0.380   0.398   0.398   0.398   0.398   0.398   0.398
 2015 148     1   370   105      0      0      0     1    20    45    0.00   0.0   0.0   0.00   0.434   0.421   0.425   0.432   0.406   0.398   0.396   0.395   0.395
 2015 149     2   362    97      0      4      0     1    20    90    0.00   0.0   0.0   0.00   0.413   0.407   0.408   0.418   0.400   0.395   0.395   0.395   0.395
 2015 150     3   358    92      0      6      0     1    20    90    0.00   0.0   0.0   0.00   0.399   0.398   0.396   0.408   0.397   0.395   0.395   0.395   0.395
 2015 151     4   354    89      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.389   0.391   0.388   0.402   0.395   0.395   0.395   0.395   0.395
 2015 152     5   351    86      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.382   0.386   0.382   0.397   0.395   0.395   0.393   0.391   0.391
 2015 153     6   348    83      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.377   0.383   0.379   0.395   0.392   0.391   0.390   0.388   0.388
 2015 154     7   347    82      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.369   0.382   0.378   0.394   0.391   0.391   0.389   0.388   0.388
 2015 155     8   364    99      0      7      0     2    40    90    0.00   0.0   0.0   0.00   0.434   0.420   0.425   0.419   0.398   0.389   0.386   0.385   0.385
 2015 156     9   361    95      0      7      0     2    40    90    0.00   0.0   0.0   0.00   0.412   0.406   0.408   0.409   0.395   0.395   0.395   0.395   0.394
 2015 157    10   357    91      0      8      0     2    40    90    0.00   0.0   0.0   0.00   0.397   0.396   0.396   0.403   0.395   0.395   0.395   0.395   0.395
 2015 158    11   353    88      0      8      0     2    40    90    0.00   0.0   0.0   0.00   0.387   0.390   0.387   0.398   0.395   0.395   0.395   0.395   0.393
 2015 159    12   350    85      0      8      0     2    40    90    0.00   0.0   0.0   0.00   0.379   0.386   0.381   0.395   0.395   0.393   0.391   0.391   0.389
 2015 160    13   367   101      0      8      0     3    60    90    0.00   0.0   0.0   0.00   0.433   0.420   0.425   0.431   0.403   0.393   0.388   0.388   0.386
 2015 161    14   362    97      0      9      0     3    60    90    0.00   0.0   0.0   0.00   0.412   0.406   0.408   0.418   0.399   0.395   0.395   0.395   0.395
 2015 162    15   357    92      0     11      0     3    60    90    0.00   0.0   0.0   0.00   0.397   0.396   0.395   0.408   0.395   0.395   0.395   0.395   0.395
 2015 163    16   354    88      0     11      0     3    60    90    0.00   0.0   0.0   0.00   0.386   0.389   0.387   0.402   0.395   0.395   0.395   0.395   0.395
 2015 164    17   350    85      0     11      0     3    60    90    0.00   0.0   0.0   0.00   0.377   0.385   0.380   0.397   0.395   0.394   0.391   0.391   0.391
 2015 165    18   367   101      0     11      0     4    80    90    0.00   0.0   0.0   0.00   0.432   0.419   0.425   0.430   0.403   0.394   0.388   0.388   0.388
 2015 166    19   361    96      0     13      0     4    80    90    0.00   0.0   0.0   0.00   0.410   0.404   0.406   0.416   0.398   0.395   0.395   0.395   0.395
 2015 167    20   356    91      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.395   0.395   0.394   0.407   0.395   0.395   0.395   0.395   0.395
 2015 168    21   353    88      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.385   0.389   0.386   0.401   0.395   0.395   0.395   0.395   0.393
 2015 169    22   350    85      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.377   0.384   0.380   0.397   0.395   0.394   0.392   0.392   0.390
 2015 170    23   347    81      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.371   0.380   0.376   0.393   0.392   0.391   0.389   0.389   0.387
 2015 171    24   345    80      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.362   0.377   0.374   0.393   0.391   0.391   0.389   0.389   0.387
 2015 172    25   344    78      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.353   0.375   0.373   0.392   0.391   0.391   0.389   0.389   0.387
 2015 173    26   357    91      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.433   0.420   0.389   0.395   0.388   0.388   0.386   0.386   0.384
 2015 174    27   353    88      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.410   0.404   0.383   0.395   0.395   0.395   0.389   0.383   0.381
 2015 175    28   351    85      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.394   0.394   0.379   0.395   0.396   0.396   0.392   0.381   0.378
 2015 176    29   347    81      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.381   0.387   0.376   0.395   0.395   0.394   0.389   0.378   0.376
 2015 177    30   366   100      0     14      0     6   118    90    0.00   0.0   0.0   0.00   0.431   0.419   0.425   0.438   0.411   0.398   0.387   0.375   0.373
 2015 178    31   363    97      0     14      0     6   118    90    0.01   0.0   0.0   0.00   0.409   0.404   0.407   0.423   0.405   0.396   0.396   0.396   0.393
 2015 179    32   358    92      0     16      0     6   118    90    0.01   0.0   0.0   0.00   0.393   0.394   0.394   0.412   0.400   0.396   0.396   0.396   0.396
 2015 180    33   353    88      0     17      0     6   118    90    0.01   0.0   0.0   0.00   0.380   0.387   0.385   0.404   0.397   0.395   0.395   0.395   0.395
 2015 181    34   369   104      0     17      0     7   137    90    0.01   0.0   0.0   0.00   0.430   0.418   0.424   0.434   0.407   0.398   0.393   0.393   0.393
 2015 182    35   362    97      0     21      0     7   137    90    0.01   0.0   0.0   0.00   0.407   0.403   0.405   0.420   0.402   0.396   0.396   0.396   0.396
 2015 183    36   357    91      0     23      0     7   137    90    0.01   0.0   0.0   0.00   0.390   0.392   0.392   0.410   0.399   0.396   0.396   0.396   0.396
 2015 184    37   364    99      0     23      0     8   148    90    0.01   0.0   0.0   0.00   0.428   0.419   0.404   0.412   0.401   0.396   0.394   0.394   0.394
 2015 185    38   358    93      0     25      0     8   148    90    0.01   0.0   0.0   0.00   0.404   0.402   0.391   0.405   0.398   0.396   0.396   0.396   0.396
 2015 186    39   355    89      0     26      0     8   148    90    0.01   0.0   0.0   0.00   0.388   0.392   0.384   0.400   0.396   0.396   0.396   0.396   0.396
 2015 187    40   352    87      0     26      0     8   148    90    0.02   0.0   0.0   0.00   0.377   0.386   0.379   0.398   0.397   0.397   0.397   0.396   0.395
 2015 188    41   351    86      0     26      0     8   148    90    0.02   0.0   0.0   0.00   0.374   0.384   0.377   0.397   0.396   0.396   0.396   0.396   0.395
 2015 189    42   353    87      0     26      2     8   148    90    0.05   0.0   0.0   0.00   0.387   0.387   0.377   0.397   0.396   0.396   0.396   0.395   0.394
 2015 190    43   350    85      0     26      2     8   148    90    0.06   0.0   0.0   0.00   0.375   0.383   0.377   0.395   0.394   0.395   0.395   0.394   0.393
 2015 191    44   370   104      0     26      2     9   171    90    0.06   0.0   0.0   0.00   0.427   0.417   0.423   0.438   0.412   0.399   0.394   0.393   0.392
 2015 192    45   362    97      0     30      2     9   171    90    0.05   0.0   0.0   0.00   0.403   0.401   0.404   0.422   0.406   0.398   0.397   0.397   0.397
 2015 193    46   357    91      0     32      2     9   171    90    0.06   0.0   0.0   0.00   0.386   0.391   0.391   0.411   0.402   0.397   0.397   0.397   0.397
 2015 194    47   375   110      0     32      2    10   193    90    0.05   0.0   0.0   0.00   0.426   0.417   0.422   0.437   0.439   0.415   0.401   0.397   0.395
 2015 195    48   365   100      0     38      2    10   193    90    0.05   0.0   0.0   0.00   0.402   0.400   0.403   0.422   0.425   0.409   0.399   0.397   0.397
 2015 196    49   358    93      0     42      2    10   193    90    0.05   0.0   0.0   0.00   0.383   0.390   0.389   0.411   0.414   0.404   0.398   0.397   0.397
 2015 197    50   354    88      0     43      2    10   193    90    0.05   0.0   0.0   0.00   0.372   0.384   0.380   0.403   0.408   0.401   0.397   0.397   0.397
 2015 198    51   368   103      0     43      2    11   211    90    0.05   0.0   0.0   0.00   0.428   0.416   0.422   0.415   0.409   0.403   0.398   0.396   0.396
 2015 199    52   361    95      0     47      2    11   211    90    0.05   0.0   0.0   0.00   0.403   0.400   0.403   0.407   0.404   0.400   0.397   0.397   0.397
 2015 200    53   356    90      0     49      2    11   211    90    0.05   0.0   0.0   0.00   0.385   0.390   0.390   0.402   0.401   0.399   0.397   0.397   0.397
 2015 201    54   351    86      0     50      2    11   211    90    0.05   0.0   0.0   0.00   0.369   0.382   0.379   0.397   0.399   0.398   0.397   0.397   0.397
 2015 202    55   348    83      0     50      2    11   211    90    0.05   0.0   0.0   0.00   0.361   0.375   0.372   0.394   0.397   0.397   0.396   0.396   0.396
 2015 203    56   345    80      0     50      2    11   211    90    0.05   0.0   0.0   0.00   0.346   0.368   0.366   0.391   0.396   0.397   0.396   0.396   0.396
 2015 204    57   365   100      0     50      2    12   234    90    0.04   0.0   0.0   0.00   0.433   0.418   0.422   0.404   0.398   0.396   0.395   0.395   0.395
 2015 205    58   359    93      0     52      2    12   234    90    0.04   0.0   0.0   0.00   0.404   0.399   0.402   0.399   0.397   0.397   0.397   0.397   0.397
 2015 206    59   354    89      0     54      2    12   234    90    0.04   0.0   0.0   0.00   0.384   0.388   0.388   0.397   0.397   0.397   0.397   0.397   0.397
 2015 207    60   351    85      0     54      2    12   234    90    0.04   0.0   0.0   0.00   0.370   0.382   0.378   0.395   0.396   0.397   0.397   0.396   0.396
 2015 208    61   347    81      0     54      2    12   234    90    0.04   0.0   0.0   0.00   0.351   0.372   0.370   0.392   0.395   0.397   0.397   0.396   0.396
 2015 209    62   368   103      0     54      2    13   258    90    0.05   0.0   0.0   0.00   0.433   0.419   0.424   0.421   0.402   0.399   0.396   0.395   0.395
 2015 210    63   360    95      0     58      2    13   258    90    0.05   0.0   0.0   0.00   0.405   0.400   0.403   0.410   0.399   0.397   0.397   0.397   0.397
 2015 211    64   355    89      0     59      2    13   258    90    0.05   0.0   0.0   0.00   0.384   0.388   0.388   0.403   0.397   0.396   0.396   0.396   0.396
 2015 212    65   350    85      0     59      2    13   258    90    0.05   0.0   0.0   0.00   0.368   0.381   0.377   0.398   0.396   0.396   0.396   0.396   0.396
 2015 213    66   367   101      0     59      2    14   278    90    0.04   0.0   0.0   0.00   0.428   0.416   0.421   0.418   0.402   0.397   0.395   0.395   0.394
 2015 214    67   359    94      0     63      2    14   278    90    0.04   0.0   0.0   0.00   0.401   0.398   0.401   0.408   0.399   0.396   0.396   0.396   0.396
 2015 215    68   354    89      0     64      2    14   278    90    0.04   0.0   0.0   0.00   0.382   0.388   0.388   0.402   0.397   0.397   0.397   0.397   0.397
 2015 216    69   370   105      0     64      2    15   298    90    0.04   0.0   0.0   0.00   0.424   0.416   0.421   0.437   0.414   0.401   0.397   0.395   0.395
 2015 217    70   361    96      0     68      2    15   298    90    0.03   0.0   0.0   0.00   0.399   0.398   0.401   0.421   0.407   0.399   0.396   0.396   0.396
 2015 218    71   355    89      0     70      2    15   298    90    0.03   0.0   0.0   0.00   0.379   0.387   0.386   0.409   0.402   0.397   0.396   0.396   0.396
 2015 219    72   350    85      0     70      2    15   298    90    0.03   0.0   0.0   0.00   0.367   0.379   0.376   0.400   0.398   0.396   0.396   0.396   0.396
 2015 220    73   367   101      0     70      2    16   318    90    0.03   0.0   0.0   0.00   0.428   0.417   0.422   0.417   0.403   0.397   0.394   0.394   0.394
 2015 221    74   358    92      0     74      2    16   318    90    0.02   0.0   0.0   0.00   0.398   0.395   0.400   0.406   0.398   0.396   0.396   0.396   0.396
 2015 222    75   352    86      0     74      2    16   318    90    0.02   0.0   0.0   0.00   0.374   0.384   0.382   0.399   0.395   0.396   0.396   0.396   0.396
 2015 223    76   369   103      0     74      2    17   338    90    0.02   0.0   0.0   0.00   0.429   0.418   0.423   0.430   0.405   0.398   0.394   0.394   0.394
 2015 224    77   360    95      0     78      2    17   338    90    0.02   0.0   0.0   0.00   0.402   0.399   0.402   0.415   0.400   0.396   0.396   0.396   0.396
 2015 225    78   354    89      0     80      2    17   338    90    0.02   0.0   0.0   0.00   0.382   0.388   0.387   0.406   0.398   0.396   0.396   0.396   0.396
 2015 226    79   351    85      0     80      2    17   338    90    0.02   0.0   0.0   0.00   0.370   0.381   0.378   0.399   0.396   0.396   0.396   0.396   0.394
 2015 227    80   367   101      0     80      2    18   358    90    0.02   0.0   0.0   0.00   0.428   0.416   0.422   0.421   0.402   0.397   0.394   0.394   0.392
 2015 228    81   360    94      0     83      2    18   358    90    0.01   0.0   0.0   0.00   0.403   0.399   0.403   0.410   0.399   0.396   0.396   0.396   0.396
 2015 229    82   354    89      0     84      2    18   358    90    0.01   0.0   0.0   0.00   0.383   0.388   0.388   0.403   0.396   0.396   0.396   0.396   0.396
 2015 230    83   350    84      0     84      2    18   358    90    0.01   0.0   0.0   0.00   0.368   0.380   0.377   0.397   0.395   0.396   0.396   0.394   0.394
 2015 231    84   347    81      0     84      2    18   358    90    0.01   0.0   0.0   0.00   0.354   0.375   0.372   0.395   0.395   0.396   0.396   0.394   0.394
 2015 232    85   364    98      0     84      2    19   378    90    0.01   0.0   0.0   0.00   0.432   0.418   0.415   0.404   0.396   0.394   0.393   0.392   0.392
 2015 233    86   357    92      0     86      2    19   378    90    0.01   0.0   0.0   0.00   0.403   0.398   0.397   0.398   0.395   0.396   0.396   0.396   0.396
 2015 234    87   352    87      0     86      2    19   378    90    0.01   0.0   0.0   0.00   0.383   0.387   0.384   0.395   0.395   0.395   0.395   0.395   0.395
 2015 235    88   348    82      0     86      2    19   378    90    0.03   0.0   0.0   0.00   0.369   0.380   0.375   0.393   0.391   0.392   0.392   0.392   0.392
 2015 236    89   346    80      0     86      2    19   378    90    0.05   0.0   0.0   0.00   0.357   0.375   0.372   0.392   0.391   0.392   0.392   0.392   0.392
 2015 237    90   362    96      0     86      2    20   398    90    0.05   0.0   0.0   0.00   0.432   0.418   0.418   0.402   0.391   0.389   0.389   0.389   0.389
 2015 238    91   359    93      0     86      2    20   398    90    0.05   0.0   0.0   0.00   0.410   0.404   0.403   0.398   0.395   0.395   0.395   0.395   0.391
 2015 239    92   358    93      0     86      5    20   398    90    0.55   0.0   0.0   0.00   0.416   0.406   0.399   0.402   0.395   0.393   0.393   0.393   0.389
 2015 240    93   377   112      0     86      5    21   418    90    0.38   0.0   0.0   0.00   0.434   0.422   0.428   0.440   0.441   0.425   0.402   0.394   0.388
 2015 241    94   368   102      0     92      5    21   418    90    0.26   0.0   0.0   0.00   0.412   0.407   0.409   0.424   0.424   0.413   0.397   0.395   0.395

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 160     0   353    88      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.377   0.387   0.380   0.398   0.398   0.398   0.398   0.398   0.398
 2015 161     1   370   105      0      0      0     1    20    45    0.00   0.0   0.0   0.00   0.434   0.421   0.426   0.432   0.406   0.398   0.396   0.395   0.395
 2015 162     2   363    97      0      5      0     1    20    90    0.00   0.0   0.0   0.00   0.414   0.407   0.409   0.418   0.400   0.395   0.395   0.395   0.395
 2015 163     3   358    92      0      6      0     1    20    90    0.00   0.0   0.0   0.00   0.399   0.398   0.397   0.409   0.397   0.395   0.395   0.395   0.395
 2015 164     4   354    89      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.389   0.391   0.388   0.402   0.395   0.395   0.395   0.395   0.395
 2015 165     5   371   106      0      7      0     2    40    90    0.00   0.0   0.0   0.00   0.434   0.421   0.425   0.438   0.419   0.400   0.393   0.391   0.391
 2015 166     6   364    98      0     11      0     2    40    90    0.00   0.0   0.0   0.00   0.413   0.407   0.408   0.422   0.409   0.396   0.395   0.395   0.395
 2015 167     7   358    93      0     13      0     2    40    90    0.00   0.0   0.0   0.00   0.398   0.397   0.396   0.411   0.402   0.395   0.395   0.395   0.395
 2015 168     8   355    89      0     14      0     2    40    90    0.00   0.0   0.0   0.00   0.388   0.391   0.388   0.404   0.398   0.395   0.395   0.395   0.395
 2015 169     9   352    86      0     14      0     2    40    90    0.00   0.0   0.0   0.00   0.381   0.386   0.382   0.399   0.395   0.395   0.395   0.393   0.391
 2015 170    10   368   103      0     14      0     3    60    90    0.00   0.0   0.0   0.00   0.433   0.420   0.425   0.435   0.405   0.396   0.391   0.390   0.388
 2015 171    11   362    97      0     16      0     3    60    90    0.00   0.0   0.0   0.00   0.412   0.406   0.408   0.421   0.399   0.395   0.395   0.395   0.395
 2015 172    12   357    92      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.397   0.396   0.396   0.410   0.396   0.395   0.395   0.395   0.395
 2015 173    13   354    88      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.387   0.390   0.387   0.403   0.395   0.395   0.395   0.395   0.395
 2015 174    14   351    85      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.379   0.385   0.381   0.398   0.395   0.394   0.391   0.391   0.391
 2015 175    15   368   102      0     18      0     4    80    90    0.00   0.0   0.0   0.00   0.434   0.420   0.426   0.433   0.404   0.395   0.388   0.388   0.388
 2015 176    16   362    97      0     21      0     4    80    90    0.00   0.0   0.0   0.00   0.411   0.405   0.407   0.419   0.399   0.395   0.395   0.395   0.395
 2015 177    17   367   101      0     21      0     5    88    90    0.00   0.0   0.0   0.00   0.426   0.419   0.420   0.423   0.405   0.397   0.393   0.393   0.393
 2015 178    18   361    95      0     24      0     5    88    90    0.00   0.0   0.0   0.00   0.407   0.405   0.404   0.412   0.399   0.395   0.395   0.395   0.395
 2015 179    19   356    90      0     25      0     5    88    90    0.00   0.0   0.0   0.00   0.393   0.395   0.393   0.404   0.396   0.395   0.395   0.395   0.395
 2015 180    20   352    87      0     25      0     5    88    90    0.00   0.0   0.0   0.00   0.382   0.388   0.384   0.399   0.395   0.395   0.395   0.395   0.392
 2015 181    21   361    95      0     25      0     6   100    90    0.00   0.0   0.0   0.00   0.432   0.419   0.398   0.402   0.394   0.391   0.391   0.391   0.389
 2015 182    22   357    92      0     25      0     6   100    90    0.00   0.0   0.0   0.00   0.410   0.404   0.388   0.397   0.395   0.395   0.395   0.395   0.394
 2015 183    23   369   103      0     25      0     7   115    90    0.00   0.0   0.0   0.00   0.432   0.419   0.425   0.437   0.405   0.396   0.391   0.391   0.391
 2015 184    24   362    97      0     28      0     7   115    90    0.00   0.0   0.0   0.00   0.409   0.404   0.407   0.421   0.400   0.395   0.395   0.395   0.395
 2015 185    25   357    91      0     30      0     7   115    90    0.00   0.0   0.0   0.00   0.393   0.394   0.394   0.410   0.396   0.395   0.395   0.395   0.395
 2015 186    26   354    88      0     30      0     7   115    90    0.00   0.0   0.0   0.00   0.383   0.388   0.385   0.404   0.395   0.395   0.395   0.395   0.395
 2015 187    27   366   101      0     30      0     8   130    90    0.00   0.0   0.0   0.00   0.433   0.421   0.421   0.413   0.399   0.395   0.393   0.393   0.393
 2015 188    28   362    97      0     32      0     8   130    90    0.00   0.0   0.0   0.00   0.414   0.408   0.407   0.407   0.398   0.397   0.397   0.397   0.397
 2015 189    29   364    98      0     32      2     8   130    90    0.00   0.0   0.0   0.00   0.416   0.412   0.406   0.412   0.402   0.399   0.397   0.397   0.397
 2015 190    30   358    93      0     35      2     8   130    90    0.00   0.0   0.0   0.00   0.399   0.400   0.394   0.405   0.399   0.397   0.396   0.396   0.396
 2015 191    31   374   109      0     35      2     9   150    90    0.00   0.0   0.0   0.00   0.428   0.418   0.423   0.438   0.438   0.411   0.399   0.395   0.393
 2015 192    32   365   100      0     41      2     9   150    90    0.00   0.0   0.0   0.00   0.405   0.402   0.405   0.422   0.423   0.405   0.396   0.396   0.396
 2015 193    33   359    93      0     44      2     9   150    90    0.01   0.0   0.0   0.00   0.389   0.392   0.392   0.411   0.413   0.401   0.396   0.396   0.396
 2015 194    34   363    97      0     44      2    10   158    90    0.01   0.0   0.0   0.00   0.427   0.407   0.390   0.408   0.410   0.402   0.396   0.393   0.393
 2015 195    35   357    91      0     46      2    10   158    90    0.01   0.0   0.0   0.00   0.403   0.393   0.382   0.402   0.404   0.398   0.396   0.396   0.396
 2015 196    36   353    87      0     47      2    10   158    90    0.01   0.0   0.0   0.00   0.383   0.385   0.378   0.397   0.399   0.396   0.396   0.396   0.396
 2015 197    37   357    92      0     47      2    11   166    90    0.01   0.0   0.0   0.00   0.428   0.398   0.379   0.396   0.397   0.394   0.394   0.394   0.394
 2015 198    38   354    88      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.400   0.387   0.376   0.395   0.396   0.396   0.396   0.396   0.394
 2015 199    39   350    85      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.381   0.383   0.376   0.395   0.394   0.394   0.394   0.394   0.392
 2015 200    40   347    82      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.369   0.378   0.372   0.392   0.392   0.392   0.392   0.392   0.390
 2015 201    41   351    86      0     47      2    12   174    90    0.02   0.0   0.0   0.00   0.421   0.388   0.369   0.388   0.389   0.390   0.390   0.390   0.388
 2015 202    42   348    83      0     47      2    12   174    90    0.03   0.0   0.0   0.00   0.395   0.383   0.377   0.389   0.387   0.389   0.389   0.389   0.387
 2015 203    43   344    79      0     47      2    12   174    90    0.03   0.0   0.0   0.00   0.372   0.381   0.373   0.386   0.385   0.387   0.387   0.387   0.385
 2015 204    44   358    92      0     47      2    13   191    90    0.03   0.0   0.0   0.00   0.427   0.417   0.413   0.398   0.384   0.385   0.385   0.385   0.383
 2015 205    45   354    88      0     47      2    13   191    90    0.03   0.0   0.0   0.00   0.401   0.398   0.395   0.395   0.396   0.396   0.391   0.384   0.382
 2015 206    46   350    85      0     47      2    13   191    90    0.04   0.0   0.0   0.00   0.382   0.388   0.384   0.396   0.396   0.397   0.397   0.384   0.380
 2015 207    47   347    81      0     47      2    13   191    90    0.04   0.0   0.0   0.00   0.369   0.381   0.376   0.395   0.395   0.395   0.395   0.382   0.379
 2015 208    48   355    89      0     47      2    14   203    90    0.04   0.0   0.0   0.00   0.426   0.410   0.379   0.394   0.393   0.394   0.394   0.381   0.377
 2015 209    49   352    87      0     47      2    14   203    90    0.04   0.0   0.0   0.00   0.403   0.396   0.377   0.397   0.397   0.397   0.397   0.382   0.377
 2015 210    50   348    83      0     47      2    14   203    90    0.04   0.0   0.0   0.00   0.379   0.385   0.375   0.395   0.396   0.397   0.397   0.385   0.375
 2015 211    51   344    79      0     47      2    14   203    90    0.04   0.0   0.0   0.00   0.364   0.376   0.369   0.392   0.394   0.395   0.395   0.384   0.374
 2015 212    52   360    95      0     47      2    15   223    90    0.04   0.0   0.0   0.00   0.425   0.415   0.420   0.403   0.396   0.394   0.394   0.382   0.373
 2015 213    53   356    91      0     47      2    15   223    90    0.04   0.0   0.0   0.00   0.399   0.397   0.400   0.399   0.397   0.397   0.397   0.397   0.382
 2015 214    54   352    87      0     47      2    15   223    90    0.04   0.0   0.0   0.00   0.378   0.386   0.385   0.396   0.396   0.397   0.397   0.397   0.392
 2015 215    55   349    83      0     47      2    15   223    90    0.04   0.0   0.0   0.00   0.366   0.378   0.376   0.395   0.395   0.396   0.396   0.396   0.391
 2015 216    56   364    99      0     47      2    16   243    90    0.03   0.0   0.0   0.00   0.425   0.415   0.420   0.412   0.399   0.396   0.394   0.394   0.389
 2015 217    57   358    93      0     49      2    16   243    90    0.03   0.0   0.0   0.00   0.398   0.396   0.400   0.404   0.397   0.397   0.397   0.397   0.397
 2015 218    58   353    87      0     50      2    16   243    90    0.04   0.0   0.0   0.00   0.376   0.385   0.384   0.399   0.396   0.397   0.397   0.397   0.397
 2015 219    59   348    83      0     50      2    16   243    90    0.04   0.0   0.0   0.00   0.363   0.376   0.374   0.395   0.395   0.395   0.395   0.395   0.395
 2015 220    60   364    99      0     50      2    17   263    90    0.04   0.0   0.0   0.00   0.426   0.415   0.420   0.406   0.398   0.394   0.394   0.394   0.394
 2015 221    61   357    91      0     52      2    17   263    90    0.04   0.0   0.0   0.00   0.395   0.393   0.397   0.399   0.396   0.396   0.396   0.396   0.396
 2015 222    62   351    85      0     52      2    17   263    90    0.03   0.0   0.0   0.00   0.370   0.382   0.380   0.396   0.396   0.396   0.396   0.396   0.396
 2015 223    63   368   102      0     52      2    18   283    90    0.03   0.0   0.0   0.00   0.429   0.418   0.423   0.421   0.403   0.398   0.395   0.395   0.395
 2015 224    64   360    94      0     56      2    18   283    90    0.03   0.0   0.0   0.00   0.401   0.398   0.402   0.410   0.399   0.397   0.397   0.397   0.397
